Company,Title,Location,Publish Time,Salary,Work Model,Match Score,Applicants,Min YOE,H1B Sponsor,Matched Skills,Missing Skills,URL,Apply Link
Oracle,Data Center Technician 2,"Ashburn, VA",12 hours ago,$27.07/hr - $54.13/hr,Onsite,50.1947,200,3,True,"Linux/Unix, GRUB","Oracle Cloud Infrastructure, Server hardware knowledge, Storage hardware knowledge, Network hardware knowledge, IT hardware concepts, RAID, SAN, SCSI, Structured cabling, Fiber cabling, Copper cabling, Network switch troubleshooting, Telco connectivity troubleshooting, Inventory management",https://jobright.ai/jobs/info/69c415ed6f4f855eeda6718a,https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/job/328067/?utm_medium=jobboard&utm_source=LinkedIn
Shield AI,Hardware Test - Senior Software Engineer,"Boston, MA",11 hours ago,$128K/yr - $192K/yr,Onsite,67.5957,156,N/A,True,"Python, Linux, Bash scripting, Software development, Fundamental computer science, Mathematics","Networking, Hardware interfacing, Driver development, Computer networks, Electrical engineering concepts, Mechanical engineering concepts, Physics, High standards, Kindness",https://jobright.ai/jobs/info/69f738c481706a5bd216b3c5,https://jobs.lever.co/shieldai/a6b11a01-e749-4b1a-90a4-828524ceb7a0/apply?lever-source=LinkedIn
Northslope Technologies,Forward Deployed Engineer - Mission Platform,"New York, United States",10 hours ago,N/A,Hybrid,59.5343,182,3,True,"Python, SQL, AI/LLM tools usage","Internal tools development, Automation scripting, Operational complexity management, Equity administration, Fundraising operations, International entity setup, IT security tooling, Government procurement, Multi-jurisdictional compliance, Entrepreneurial ownership mindset, Judgment, Fast learner, Hyper-organization",https://jobright.ai/jobs/info/69bfc5b97798f73e35e49ff1,https://jobs.ashbyhq.com/northslope-technologies/056b5ea2-47f2-4d0c-8767-c327fe5f0a9b?utm_source=GWdbmze7YL
Princeton University,Senior PeopleSoft Developer/Analyst II,"Princeton, NJ",9 hours ago,$121K/yr - $137K/yr,Hybrid,71.3268,87,5,True,"SQL, Debugging, HTML5, CSS, JavaScript, Security principles","PeopleSoft development, PeopleSoft HCM, PeopleTools, Application Designer, Application Engine, PeopleCode, Application Packages, SQR, Tracing PeopleSoft sessions, XML, Agile methodology, Waterfall methodology, Analytical skills",https://jobright.ai/jobs/info/69863f820f6f7e7a2ce1216c,https://main-princeton.icims.com/jobs/21492/senior-peoplesoft-developer-analyst-ii/job?hub=15&in_iframe=1&mode=apply&iis=LinkedIn&iisn=LinkedIn
Esri,C++ Windows Developer II - ArcGIS Pro,"Redlands, CA",6 hours ago,$101K/yr - $167K/yr,Onsite,86.1927,25,2,True,"C++, Asynchronous programming, DBMS","Task Parallel Library, C#, MVVM application design pattern",https://jobright.ai/jobs/info/69a0931181476f6176bae609,https://www.linkedin.com/jobs/view/4378393227
Vail Systems,"Software Engineer, Test & Infrastructure II",Greater Chicago Area,6 hours ago,$89K/yr - $116K/yr,Hybrid,84.2706,60,2,True,"Python, Java, C++, JavaScript, JUnit, TestNG, PyTest, Docker, Kubernetes, WebRTC, SQL, NoSQL","Perl, Ruby, C#/.NET, RSpec, Cucumber, Jenkins, Distributed Architectures, API Testing, Network-level Debugging, SIP, SDP, RTP, Analytical Skills",https://jobright.ai/jobs/info/690d3865221b890c27804d4e,https://www.linkedin.com/jobs/view/4334781170
Navan,Senior Business Systems Engineer,"San Francisco, CA",7 hours ago,N/A,Onsite,68.0326,56,3,True,"JavaScript, Web Services - REST, HTML, CSS","NetSuite development, SuiteScript, SuiteFlow, SuiteTalk, SuiteBuilder, Web Services - SOAP, AI coding assistants, Integration platforms - Workato, Integration platforms - Mulesoft, Integration platforms - Dell Boomi, Accounting, Business processes, Order to Cash, Procure to Pay, General Ledger, NetSuite certifications, Analytical skills",https://jobright.ai/jobs/info/69f77971a3d34b4f76f5b95c,https://boards.greenhouse.io/embed/job_app?token=7859128&utm_source=jobright
Amazon,"Language Engineer, Artificial General Intelligence - Data Services","Bellevue, WA",9 hours ago,$86K/yr - $151K/yr,Onsite,95.3132,56,2,True,"Language data processing, AI data creation, Language data annotation systems, Python, Speech data processing, Machine Learning, API, Version control, Database queries, Data analysis","Language data collection, Computational linguistics, Text data processing, Multimodal data processing, Agile development",https://jobright.ai/jobs/info/6932a977f131d96e4845d6d9,https://www.amazon.jobs/jobs/3137792/language-engineer-artificial-general-intelligence--data-services?cmpid=SPLICX0248M&utm_source=linkedin.com&utm_campaign=cxro&utm_medium=social_media&utm_content=job_posting&ss=paid
Anthropic,"Applied AI Engineer, Life Sciences (Beneficial Deployments)","San Francisco, CA",8 hours ago,$280K/yr - $320K/yr,Hybrid,66.6689,200,4,True,"Large Language Models, Prompt Engineering, Software Engineering","Life Sciences Research, Biomedical Research, Scientific Computing, Genomics, Neuroscience, Drug Discovery, Context Engineering, Agent Architectures, Evaluation Frameworks, Production Systems Development",https://jobright.ai/jobs/info/6986b1328da7a6120461970a,https://boards.greenhouse.io/embed/job_app?token=5111942008&utm_source=jobright
Capital One,Applied Researcher II,"New York, NY",5 hours ago,$262K/yr - $300K/yr,Onsite,87.6706,30,4,True,"Machine Learning, AI Foundation Models, Deep Learning, Natural Language Processing (NLP), Self-Supervised Learning, Reinforcement Learning with Human Feedback (RLHF), Cloud Computing Platforms, PyTorch, AWS, Vector Databases, Large Language Models (LLM), Model Sparsification, Transfer Learning, Model Adaptation, Model Guidance, Model Alignment","Applied Research, Training Optimization, Explainability, Huggingface, Lightning, Graph Neural Networks, Sequential Models, Multivariate Time Series, Quantization, Training Parallelism, Gradient Checkpointing, Model Compression, Adversarial Machine Learning, Red Teaming",https://jobright.ai/jobs/info/69a28ee5359fe034b1cddab1,https://www.capitalonecareers.com/job/-/-/234/92168538416?p_sid=aLa6EWb&p_uid=96NMbJRGkz&source=jobright&ss=paid&utm_campaign=tech_26&utm_content=pj_board&utm_medium=jobad&utm_source=jobright
General Motors,Senior Software Engineer -- ADAS Sensors,"Austin, TX",10 hours ago,$153K/yr - $234K/yr,Hybrid,67.1432,143,4,True,"C++, Linux-based systems, Software design analysis, Production-quality software development, C, Python","Embedded Linux, POSIX systems, Software best practices, Embedded build systems, Buildroot, Yocto, Networking, TCP/IP, UDP, ROS, Robotics middleware, Bash, Go, QNX, VxWorks, RTOS, Lidar, Radar, Camera systems, Motion sensing devices, GNSS, IMU, Wheel encoders, Safety critical development",https://jobright.ai/jobs/info/69963813ce78e77b4fda2d79,https://generalmotors.wd5.myworkdayjobs.com/Careers_GM/job/Sunnyvale-California-United-States-of-America/Senior-Software-Engineer----ADAS-Sensors_JR-202521409?source=LinkedIn
Amazon,"Applied Scientist, Artificial General Intelligence, AGI Data Services","Bellevue, WA",8 hours ago,$136K/yr - $184K/yr,Onsite,87.2211,34,N/A,True,"Machine Learning, Statistics, Large Language Models, Java, C++, Python, SQL, Relational Database Management Systems","Quality Assurance, Auditing Methodologies, Automated Evaluation Systems, Multimodal Systems",https://jobright.ai/jobs/info/69bdde35b1060245628343c4,https://www.amazon.jobs/jobs/10372646/applied-scientist-artificial-general-intelligence-agi-data-services?cmpid=SPLICX0248M&utm_source=linkedin.com&utm_campaign=cxro&utm_medium=social_media&utm_content=job_posting&ss=paid
TikTok,Sr. Large Model Training Acceleration Engineer,"San Jose, CA",4 hours ago,$213K/yr - $388K/yr,Onsite,74.1545,25,3,True,"AI model training optimization, Python, C++, Deep learning frameworks, PyTorch, Model parallelism","CUDA, Megatron, Deepspeed, Distributed training techniques, Data parallelism, Pipeline parallelism, Transformers, Diffusion models",https://jobright.ai/jobs/info/69f7cc2481706a5bd216c448,https://www.linkedin.com/jobs/view/4408375962
Wave Life Sciences,Microsoft 365 Copilot AI Co-op (Fall 2026),Greater Boston,12 hours ago,N/A,Onsite,66.9512,200,N/A,True,"Large Language Model (LLM) design, Prompt engineering, Power Apps, Power BI","Power Platform, Copilot Studio, Security mindset, SharePoint extensibility, OneDrive extensibility, Teams extensibility, Power Automate, Copilot connectors",https://jobright.ai/jobs/info/69699e07639b452fb57f8f6c,https://ectf.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/job/437/?utm_medium=jobshare&utm_source=linkedin
Apex Fintech Solutions,SDET (Software Development Engineer in Test),"Austin, TX",9 hours ago,N/A,Hybrid,81.3237,200,3,True,"Software development, Software quality assurance, Non-functional testing, Manual testing, API automation, Junit, Kubernetes, Docker, Event-driven systems","Risk assessment, Test planning, Automated testing, JMeter, Performance testing, Scalability testing, Cloud-based microservices testing, Google Cloud Platform, RabbitMQ, Kafka, Google Pub/Sub, Financial services domain knowledge",https://jobright.ai/jobs/info/6969a06f1703f05405ab9f75,https://apexfintechsolutions.ongig.com/jobs/technology/austin-texas-united-states-of-america/sdet-software-development-engineer-in-test-/JR104107?utm_source=linkedin&utm_medium=referral&utm_campaign=ongig-job-aggregators&group=1961&source=LinkedIn
Edwards Lifesciences,"Senior Analyst, Data Analytics, Program Operations and Analytics","Irvine, CA",9 hours ago,$92K/yr - $130K/yr,Onsite,70.316,200,5,True,"SQL, ETL/ELT development, Power BI, Row-level security (RLS), Analytics solutions integration, Data governance, Data quality monitoring, Data standardization, Project management","Dataflow Gen2, Enterprise system data ingestion, Semantic modeling, DAX, Star schema design, Scalable data model design, Dashboard development, Database-centric applications, Snowflake, Analytical/statistical model development, Master data management, Data validation, Stakeholder management",https://jobright.ai/jobs/info/69c8c338aa3c2c1995e20538,https://edwards.wd5.myworkdayjobs.com/en-US/EdwardsCareers/job/USA---California--Irvine/Senior-Analyst--Data-Analytics--Program-Operations-and-Analytics_Req-45582?source=LinkedIn
Qualcomm,CPU SW Math Acceleration Engineer,"San Diego, CA",11 hours ago,$94K/yr - $141K/yr,Onsite,81.4245,67,N/A,True,"Linear algebra, AI/ML, Performance evaluation, ML model inferencing, PyTorch, Programming, Debugging skills","ARM CPU architecture, ARM ISA, Application optimization, TensorFlow, Open source library design, Vector, Matrix accelerator algorithms, Analytical skills",https://jobright.ai/jobs/info/69e097c3ba9bd32d0337106b,https://careers.qualcomm.com/careers/job/446717101477?hl=en-US&utm_source=linkedin&domain=qualcomm.com&source=APPLICANT_SOURCE-6-2
OU Health,"Business Intel. Developer (Epic Cogito, Clarity & Caboodle)","Oklahoma City, US",19 minutes ago,N/A,Onsite,66.5557,25,3,True,"SQL, Relational databases, Data modeling, Performance tuning, Microsoft SQL Server, PowerBI, Clarity Data Model","SQL stored procedures, SQL views, SQL functions, Indexing, Business Intelligence tools, Tableau, Epic Cogito, Epic Clarity, Epic Caboodle, Cogito Fundamentals, Cogito Tools Administration, Caboodle Data Model, Access Data Model, Clinical Data Model, Revenue Data Model, Healthcare IT, Clinical workflows, Terminology, Accounts receivable systems, Electronic Health Record (EHR) systems, Effective oral, Analytical mindset, Independent",https://jobright.ai/jobs/info/69f7d9fab1fc847fc1ae68ea,https://oumedicine.wd5.myworkdayjobs.com/ouhealthcareers/job/Oklahoma-City/Business-Intelligence-Developer_R0060542
Kimley-Horn,Microsoft Power Platform Specialist,"Richmond, VA",9 hours ago,N/A,Onsite,78.5052,54,3,True,"Microsoft Power Platform, AI Builder, AI Hub, Power Apps, REST API integration","Power Automate, Copilot Studio, Microsoft Dynamics 365 CE development, Power Platform administration, Power Platform governance, Passion for process improvement, Prioritize multiple projects",https://jobright.ai/jobs/info/69bda95cb106024562829ca8,https://careers-kimley-horn.icims.com/jobs/23021/microsoft-power-platform-specialist/job?mode=job&iis=Job+Board&iisn=LinkedIn
American Heart Association,"Sr. Statistical Analyst, Development",United States,9 hours ago,$90K/yr - $100K/yr,Remote,73.3813,193,5,True,"Statistical analysis, Segmentation, Data extraction, Data manipulation, Data transformation, SQL, Python, Data modeling, Data quality validation, Azure Synapse, Databricks","Regression, Forecasting, Scoring, R, Data visualization, Tableau, CRM data, Salesforce, Cloud data platforms, Snowflake, Business intelligence tools, Automation platforms, Alteryx, Autonomy",https://jobright.ai/jobs/info/69dcf19061f6ed54321f9e28,https://heart.jobs/dallas-tx/sr-statistical-analyst-development/648853F4A76A4C15B2901644F3F28A2E/job/?vs=1606&utm_source=LinkedIn.com-DE&utm_medium=Social%20Media&utm_campaign=LinkedIn.com
Appian,Information Security Application Engineer (2026 Graduates),"McLean, VA",11 hours ago,N/A,Onsite,76.2609,200,N/A,True,"Programming, Java, Python, C/C++, HTTP/S, Linux/Unix environment, Cloud infrastructure, IaaS, API integration, Data analysis, Authentication","Network fundamentals, Internet protocols, TCP/IP, DNS, DHCP, Windows environment, SaaS, PaaS, Application development, Secure software development, Threat modeling, Vulnerability management, Authorization, Encryption, Secure coding practices",https://jobright.ai/jobs/info/69c4995a33eecf310794fe5d,https://job-boards.greenhouse.io/appian/jobs/7722009?gh_src=9e63858d1us
FICO,Analytic Science - Scientist II,"San Diego, CA",10 hours ago,$98K/yr - $154K/yr,Onsite,74.4292,200,N/A,True,"Data Mining, Data Cleaning, Statistical Analysis, Java, Python, C++, C, Neural Networks, Support Vector Machines","Predictive Modeling, Perl, Bash, Logistic Regression, Non-linear Regression, Random Forests, Decision Trees, Linear Optimization, Non-linear Optimization",https://jobright.ai/jobs/info/69f746c3a3d34b4f76f5b0ff,https://fico.wd1.myworkdayjobs.com/en-US/External/job/San-Diego-CA/Analytic-Science---Scientist-II_31113?source=LinkedIn
Wolverine Worldwide,"Senior Developer, Salesforce Commerce Cloud",United States,12 hours ago,$104K/yr - $136K/yr,Remote,78.7921,200,7,True,"HTML, CSS, JavaScript, Vue.js, React, Angular, ASP.NET MVC, Object Oriented Design, Data Structures, SQL, NoSQL, REST API, GitHub Actions, Version control","Salesforce Commerce Cloud, Full-stack development, E-commerce platforms, Salesforce Commerce Cloud Architect, PWA, Legacy Demandware, AJAX, Secure coding, OWASP, C#, .NET Framework, LINQ, ELK stack, Jenkins, ORM, SSIS package development",https://jobright.ai/jobs/info/69a1c69e359fe034b1cd1796,https://careers.wolverineworldwide.com/job/-/-/25935/92160695344?source=LinkedIn
"First Command Financial Services, Inc.","Manager, Intelligent Automation and AI Delivery","Fort Worth, TX",13 hours ago,N/A,Hybrid,62.2159,85,6,True,"Microsoft Power Platform, Azure Foundry, Artificial Intelligence, Machine Learning, Large Language Models, Prompt Engineering, Responsible AI Principles","Robotic Process Automation, UiPath, Agile Methodologies, Scrum, Backlog Management, Product Lifecycle Management, Governance Risk, Compliance, Audit Trails, Metrics Development, Financial Services Domain",https://jobright.ai/jobs/info/69f72213582f810f9c8cace3,https://firstcommand.silkroad.com/epostings/?fuseaction=app.jobInfo&version=3&jobid=3317&source=LinkedIn#LI-NC1
Amazon,"Senior Automation Engineer, RME","California, United States",9 hours ago,$114K/yr - $148K/yr,Onsite,48.9118,25,4,True,,"PLC programming, Automation engineering, Robotics work cells, Control systems, Siemens Ladder Logic programming, Allen-Bradley Ladder Logic programming, Codesys Ladder Logic programming, Electrical theory, Robotics, Controls components, Automated equipment, Motor controls, Variable Frequency Drives, DC drives, Mechanical drawings interpretation, Electrical drawings interpretation, Six Sigma Black Belt certification",https://jobright.ai/jobs/info/6985a77d0f6f7e7a2ce08882,https://www.amazon.jobs/jobs/3167052/senior-automation-engineer-rme?cmpid=SPLICX0248M&utm_source=linkedin.com&utm_campaign=cxro&utm_medium=social_media&utm_content=job_posting&ss=paid
OpenAI,"Software Engineer, Identity Infrastructure Engineering","San Francisco, CA",10 hours ago,$184K/yr - $385K/yr,Hybrid,77.7819,200,N/A,True,"Access Management, Multi-cloud infrastructure Azure, Security protocols OAuth, Security protocols OpenID Connect, Programming Python, Programming Go","Identity, Multi-cloud infrastructure AWS, Multi-cloud infrastructure GCP, Security protocols SAML, Security threat modeling, Risk assessment, Secure software development lifecycle",https://jobright.ai/jobs/info/698507f68da7a612045f5119,https://jobs.ashbyhq.com/openai/551b0d0d-46c2-42fb-bb05-46e2fba8d4db/application
Yardi,Database Administrator I,"Raleigh, NC",9 hours ago,$75K/yr - $82K/yr,Hybrid,68.0042,200,1,True,"Microsoft SQL Server, Virtualized environments","Yardi database administration, Oracle database, Windows Server, Active Directory, PowerShell, Analytical skills, Customer service",https://jobright.ai/jobs/info/69bd9ec14828227293ffd7ec,https://careers.yardi.com/openings/job-posting/CORP25425966/
Workday,Solution Consultant- FINS,"Frisco, TX",11 hours ago,$105K/yr - $158K/yr,Hybrid,26.5851,35,4,True,Analytics Data Analysis,"Accounting - General Ledger, Accounting - Accounts Receivable, Accounting - Accounts Payable, Financial Reporting, Project Accounting, Accounting Functional Expertise, Implementation Experience, Consulting Experience, Value Based Selling, Enterprise Performance Management (EPM), Operational Data Analysis, Financial Data Analysis, Analytical thinking",https://jobright.ai/jobs/info/69f4d376db88714bcdfb019d,https://workday.wd5.myworkdayjobs.com/Workday/job/USA-NY-Remote/Solution-Consultant--FINS_JR-0104647?source=website_linkedin
Chamberlain Group,Sales Insights & Strategy Lead,"Oak Brook, IL",5 hours ago,$103K/yr - $165K/yr,Hybrid,38.898,183,5,True,"Power BI, Data Integration, Python, SQL","Business Analytics, Business Intelligence, Financial Analysis, Data Visualization, Dynamic Modeling, R, Salesforce.com",https://jobright.ai/jobs/info/68a607d3b6a3617d7fa74b09,https://chamberlain.wd1.myworkdayjobs.com/Chamberlain_Group/job/Oak-Brook-IL/Lead--Sales-Analytics---Business-Intelligence_JR29391?source=LinkedIn
Deloitte,"Amazon Connect Developer, Consultant","Costa Mesa, CA",12 hours ago,$87K/yr - $160K/yr,Onsite,48.2531,25,3,True,"Testing, Speech Analytics","Amazon Connect, Contact Center as a Service (CCaaS), Contact Flows, Routing, Queues, IVR, Integrations, Cutover, Salesforce, ServiceNow, Oracle, SAP, Amazon Lex, Connect Reporting, Telephony/SIP, Contact Center Migration, AWS Certifications, SDLC Methodologies, Agile, SCRUM, RUP",https://jobright.ai/jobs/info/69bdd4ee4828227293006ec9,https://apply.deloitte.com/en_US/careers/InviteToApply?jobId=327571&source=LinkedIn
Amazon,"Sr. Workday Application Architect - Financials, Worldwide Grocery Tech-Business Operations & Program Management","Austin, TX",8 hours ago,$122K/yr - $211K/yr,Onsite,56.633,39,5,True,"Software Engineering Best Practices, RESTful Web APIs","Workday Finance, Workday Financial Accounting, Workday Banking, Settlement, Workday Supplier Management, Workday Business Assets, Workday Capital Projects, Workday Financial Integrations, Financial Systems Architecture, Financial Reporting, SOX Compliance, Audit Controls, Agile Methodologies, Test Automation, Financial Business Analysis, Workday Certifications",https://jobright.ai/jobs/info/6983d269348f733a5c373c3c,https://www.amazon.jobs/jobs/3173824/sr-workday-application-architect--financials-worldwide-grocery-techbusiness-operations--program-management-?cmpid=SPLICX0248M&utm_source=linkedin.com&utm_campaign=cxro&utm_medium=social_media&utm_content=job_posting&ss=paid
Atlantic Group,Data Engineer,"Greenwich, CT",3 hours ago,$150K/yr - $200K/yr,Onsite,60.5968,200,N/A,True,"SQL, Performance tuning, Data modeling","Database design, Snowflake, Cost optimization, Data orchestration, Dbt, Workato, Financial data",https://jobright.ai/jobs/info/69c841491818a24cd84d3df6,https://www.linkedin.com/jobs/view/4392093935
Lambda,"Data Center Operations Systems Engineer (Kansas City, MO)","Kansas City, MO",10 hours ago,$89K/yr - $145K/yr,Onsite,51.2284,71,2,True,"Troubleshooting, Linux administration","Data center critical infrastructure systems, Power distribution, Air flow management, Environmental monitoring, Capacity planning, DCIM software, Structured cabling, Cable management, Carrier DIA circuit testing, Fiber testing, Cable optics, Single, Three phase power theory, PDU balancing, Cold aisle, Hot aisle containment, Server hardware, Boot process, Network topology, 400gb Infiniband architectures, DDP cluster storage systems, SCM cluster storage systems, Ticketing systems JIRA, Ticketing systems Zendesk, High Performance Compute GPU systems, Action-oriented, Training junior staff",https://jobright.ai/jobs/info/69be0cf1393a1008f743e491,https://jobs.ashbyhq.com/Lambda/e971621e-2a3d-4359-b349-9493007d517c?utm_source=Eo1RL8eJpm
Blue Mantis,Network Engineer - Onsite Mt. Laurel NJ  - 1st Shift,Onsite,11 hours ago,$120K/yr - $165K/yr,Onsite,55.2725,57,N/A,True,"Linux, Unix, Scripting, Python, AWS, Azure, Performance tuning","Cisco Nexus Switches, Arista Switches, Meraki Switches, Cisco Wireless Controllers, Windows, ServiceNOW, Firewalls, Routing protocols, Network monitoring tools, SolarWinds, Automation tools, CCNA, CCNP, ITIL, Cloud certifications, Network troubleshooting, PowerShell, Bash, Cloud networking, O365, Infrastructure capacity planning, Security best practices, SIEM platforms",https://jobright.ai/jobs/info/69f73c5b81706a5bd216b408,https://bluemantis.pinpointhq.com/en/postings/3f980393-c719-4cc4-9876-cd08968b3c12
Oppenheimer & Co. Inc.,Research Associate - Software Applications,"New York, NY",12 hours ago,$100K/yr - $150K/yr,Onsite,59.1032,138,N/A,True,"Quantitative Analysis, AI Technology e.g., Project Management","Financial Modeling, Accounting, Valuation, Equity Research, Financial Statement Analysis, Excel, Word, PowerPoint, Bloomberg, FactSet, AI Technology Copilot, FINRA Registrations (SIE/7/63/86/87), MBA, CFA",https://jobright.ai/jobs/info/69bdcf2f393a1008f743798e,https://opco.clearcompany.com/careers/jobs/a1d0c94b-f436-9041-50ae-ff50623d9f33/apply?source=3670654-JB-1018&utm_source=LINKEDIN&utm_medium=referrer
Micron Technology,"New College Grad - Design Engineer, AI","San Jose, CA",12 hours ago,$100K/yr - $170K/yr,Onsite,58.477,200,N/A,True,"AI, Machine Learning, Data-driven Analysis","NAND Digital Circuit Design, Verification, Design Debug, Device Specifications Interpretation, Circuit Specifications Interpretation, System-level Specifications Interpretation, RTL Verification, Gate-level Verification",https://jobright.ai/jobs/info/69f72a33582f810f9c8cad34,https://careers.micron.com/careers/job/40961780?utm_source=linkedin&domain=micron.com&src=JB-12600
"Geographic Solutions, Inc.",Android Developer II,"Palm Harbor, FL",9 hours ago,N/A,Hybrid,74.5253,155,3,True,"Java, HTML, CSS, MS SQL, SQLite, GIT, Bitbucket, Web API, Code versioning","Android Studio, Android native application development, JSON, XML, Gradle, WCF/REST Services, .NET MAUI, Performance, Memory tuning, Custom libraries, Google Play Store submission, Release, Agile",https://jobright.ai/jobs/info/69d0bc340b098b7a6707cf5c,https://recruiting.paylocity.com/Recruiting/Jobs/Details/3560515?source=LinkedIn
Electric Power Engineers,QA Engineer,"Dickson City, PA",10 hours ago,N/A,Hybrid,83.3428,199,2,True,"TypeScript, JavaScript, CI/CD integration, Postman, Version control - Git, Debugging","Playwright, QA automation engineering, Test automation, REST API testing, Analytical skills",https://jobright.ai/jobs/info/69a7d85376bbe83d3afb5500,https://careers-epeconsulting.icims.com/jobs/1997/qa-engineer/job?mode=apply&iis=LinkedIn&iisn=LinkedIn
Glimpse,GTM Engineer,"New York, NY",11 hours ago,$140K/yr - $180K/yr,Onsite,65.954,123,2,True,"APIs, Python, JavaScript, SQL","GTM systems, Revenue operations, Growth engineering, HubSpot, Apollo, Outbound automation platforms, Webhooks, Email deliverability, Automated outbound systems, High agency, Bias toward action",https://jobright.ai/jobs/info/69ce0986891d7b11cfcc43da,https://jobs.ashbyhq.com/glimpse/8801746a-61e2-4aff-8796-4335bc9a83f1/application?utm_source=4M0PNbwNk7&src=linkedin
Goldman Sachs,Asset & Wealth Management - Multi Asset Solutions (MAS) Digital Strats - Associate - New York,"New York, NY",5 hours ago,$115K/yr - $180K/yr,Onsite,50.4488,93,3,True,"Python, TypeScript, JavaScript, SQL, MongoDB, DevOps, Kubernetes, AI","Workflow orchestration, Quantitative modeling, Portfolio theory, Portfolio construction, Risk analytics, Agent-based technologies, Curiosity",https://jobright.ai/jobs/info/69a220bb359fe034b1cd5e1b,https://hdpc.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/job/164082/?utm_medium=jobshare&mode=job&iis=LinkedIn
Lam Research,MES/IoT Developer for US R&D Center,"Fremont, CA",12 hours ago,$86K/yr - $183K/yr,Hybrid,70.7262,27,3,True,"Web technologies, Software engineering fundamentals, Object-oriented programming, Design patterns, Data structures, Multithreading, Asynchronous processing, REST APIs, MQTT, Debugging skills","SECS/GEM equipment integration, C#, NET, Finite state machine control flows, Real-time communication, IoT connectivity, Data ingestion, Equipment sensor integration, GEM300, EDA/Interface, MES/MOM platforms, Critical Manufacturing MES, Message-based communication, AMQP, IoT/edge connectivity, SECS/GEM validation tools, Critical Manufacturing Automation Developer Certification, Critical Manufacturing Back-end Certification, Analytical skills",https://jobright.ai/jobs/info/69be07ceb106024562836b6e,https://careers.lamresearch.com/careers/job/1099552325361?src=Eightfold
Magic,"Member of Technical Staff, Pre-training Systems","San Francisco, CA",11 hours ago,$225K/yr - $550K/yr,Onsite,80.2153,63,N/A,True,"Software engineering, Large model training, Parallelism strategies, Performance optimization, Debugging production ML systems, Fault tolerance, Ownership mindset","Distributed systems, Multi-node GPU environments, Infrastructure reliability, Performance profiling, Checkpointing, Job recovery",https://jobright.ai/jobs/info/69a25a50b600907a9628a25f,https://jobs.ashbyhq.com/magic.dev/f1d3988f-f93c-42b7-ad1a-f9fb3d07ff26/application?utm_source=gwNnmJ5p9J
