Company,Title,Location,Publish Time,Salary,Work Model,Match Score,Applicants,Min YOE,H1B Sponsor,Matched Skills,Missing Skills,URL
ORBCOMM,Partner Solutions Architect,United States,1 minute ago,CA$100K/yr - CA$115K/yr,Remote,56.1377,25,5,True,"API Integration, AI-enabled Tools, Relationship-building","Solution Architecture, Technical Support for OEMs, Resellers, IoT, Telematics, Fleet Management, Connected Technology, Automation, Solution-oriented mindset",https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=b9e6f585-387b-496e-8b63-bee5bed64c3e&ccId=19000101_000001&type=JS&lang=en_US&jobId=584688&rb=LinkedIn
Toast,"Senior Software Engineer, Mobile DevOps",United States,14 hours ago,$125K/yr - $254K/yr,Remote,83.1688,158,N/A,True,"Java, React, Mobile CI/CD, Cloud services, AI tools","Android development, Kotlin, Release engineering, Jenkins, Gradle",https://careers.toasttab.com/jobs?gh_jid=7781930&gh_src=dbd19ebc1
RBC,Software Developer,"Minneapolis, MN",23 hours ago,$65K/yr - $95K/yr,Onsite,88.0422,200,N/A,True,"Java, API integrations, Software Development Life Cycle (SDLC)","DotNet, Deadline-driven",https://jobs.rbc.com/ca/en/job/RBCAA0088R0000165104EXTERNALENCA/Software-Developer?utm_source=LinkedIn&utm_medium=phenom-feeds&utm_campaign=rbc_linkedin
Johnson & Johnson,Senior DevOps Engineer,"Danvers, Massachusetts, United States of America",8 hours ago,$91K/yr - $152K/yr,Hybrid,84.0504,25,5,True,"DevOps, CI/CD pipelines, C programming, Python, Bash scripting, Linux, Unix-like operating systems","Infrastructure management, Compliance security scanning, Medical device industry experience, Software architecture, QNX",https://jj.wd5.myworkdayjobs.com/JJ/job/Danvers-Massachusetts-United-States-of-America/Senior-DevOps-Engineer_R-062886-2
Hewlett Packard Enterprise,Software Engineer,"Sunnyvale, CA",1 hour ago,$136K/yr - $276K/yr,Hybrid,67.8394,25,2,True,"Python, Large Language Models, Linux commands","Robot Framework, OSPF, ISIS, BGP, VLAN, DHCP, STP, Logical reasoning",https://careers.hpe.com/us/en/job/1205906/Software-Engineer?utm_source=linkedin
Tyler Technologies,CloudOps Engineer,United States,6 hours ago,N/A,Remote,79.4735,145,1,True,"Kubernetes, CI/CD, Linux Administration, High Availability, Object-Oriented Programming, Bash Scripting, Python Scripting, AWS Core Services, Terraform, AWS CDK, CI/CD Platforms, GitHub Actions, Microservices Architecture","Cloud Operations, Automation, Amazon EKS, Windows Configuration, Ansible, RunDeck, Chef, Puppet, Cloud Security, AWS Workload Management, C# .NET, Infrastructure as Code, CloudFormation, Harness, Jenkins, Monitoring & Observability, Datadog",https://jobs.jobvite.com/tylertech/job/o5G2zfw6?__jvst=Job+Board&__jvsd=LinkedIn
Apple,"Software Development Engineer - Data, MLO","Cupertino, California, United States",9 hours ago,$127K/yr - $221K/yr,Onsite,97.207,25,N/A,True,"Machine learning, PyTorch, Data engineering, Multimodal large language models","TensorFlow, Results orientation",https://jobs.apple.com/en-us/details/200660708-0836/software-development-engineer-data-mlo?team=MLAI
DoubleVerify,Sr. Data Engineer I,"New York, NY",6 hours ago,$89K/yr - $178K/yr,Hybrid,83.8298,63,3,True,"Data Engineering, Python, SQL, Java, API Integration, Data Pipeline Design, Cloud Environments, Git, CI/CD, Docker, Container Orchestration","Backend Engineering, Rust, Production Services Development, Large-scale Dataset Management, Automation, Data-driven Decision Making",https://www.linkedin.com/jobs/view/4400561360
Amtex Systems Inc,Sr .NET Developer,"Queens, NY",2 hours ago,N/A,Onsite,88.4538,25,2,True,"Angular, React, CI/CD deployments, Object-Oriented Programming (OOP), Software architecture design, REST Web API, ASP.NET MVC 5, HTML5, CSS3, JavaScript, TypeScript, Node.js, SQL Server 2012/2019, PL/SQL, MS SQL, REST","Microsoft .NET (C#), ASP.NET Core, WCF, LINQ, Entity Framework, Dot Connect for ORACLE, ADO.NET, SCSS/SASS, Webpack, Oracle 10g/11g/12c, SOAP, XML, JSON, TFS",https://www.linkedin.com/jobs/view/4409492478
Trimble Inc.,Software Engineer,"Westminster, CO",14 hours ago,$78K/yr - $108K/yr,Onsite,96.9367,200,0,True,"Cloud platforms, AWS, Azure, Object-oriented programming, Python, Serverless architecture, REST APIs, CI/CD, Git, NoSQL","Software product development, Database technologies, Analytical skills",https://trimble.eightfold.ai/careers/job/171838607835?microsite=trimble.com&domain=trimble.com&src=LinkedIN
MiTek,Software Engineer,"Greenwood Village, CO",2 hours ago,$108K/yr - $150K/yr,Hybrid,79.1656,25,2,True,"Debugging, Data Structures, Object-Oriented Programming, Software Design, C++","C#, NET, Desktop Application Development, Code Refactoring, Agile Development, Azure DevOps, Entity Framework, Technical Discussion Facilitation",https://careers.mii.com/jobs/software-engineer-greenwood-village-colorado-united-states-7ed719a9-9f01-4cf8-9e7a-d771108a5511?source=LinkedIn&utm_source=LinkedIn
JPMorganChase,Software Engineer III - Front End / React JS,"Plano, TX",14 hours ago,N/A,Onsite,90.2824,62,5,True,"Software engineering concepts, HTML, CSS, JavaScript, ReactJS, System design, Testing, Programming languages, Database querying languages, Software Development Life Cycle, CI/CD, Security, Cloud technologies, Artificial intelligence, Machine learning","UI/UX design, ADA compliance, Application development, Operational stability, Application Resiliency, Mobile development, Agile methodologies",https://JPMorganChase.contacthr.com/151990531
MiQ,Creative Developer,"New York, United States",1 hour ago,$65K/yr - $75K/yr,Hybrid,62.4016,25,2,True,"HTML, CSS, JavaScript, Web development","Google Web Designer, Sizmek, Celtra, Photoshop, InDesign, Illustrator, After Effects, Adobe Media Encoder, Digital media production, Animation, Meet tight deadlines, Prioritization",https://miqdigital.wd3.myworkdayjobs.com/en-US/MiQ_Careers/job/New-York/Creative-Developer_JR100295?source=LinkedIn
EY,Full Stack Developer Node.js/React.js H/F,"Nashville, TN",9 hours ago,N/A,Onsite,93.4638,199,4,True,"React, TypeScript, Node.js, Python, RESTful APIs, GraphQL APIs, Azure App Services, Azure Functions, Azure Blob Storage, OAuth2, Testing, CI/CD, Project management","Next.js, FastAPI, Azure AD, Secure coding practices",https://careers.ey.com/ey/job/Full-Stack-Developer-Node_jsReact_js-HF/1267375901/?feedId=337401&utm_source=LinkedInJobPostings&utm_campaign=j2w_linkedin
The Depository Trust & Clearing Corporation (DTCC),Software Engineer,"Tampa, FL",9 hours ago,N/A,Hybrid,92.7983,124,3,True,"Software Development, Design Patterns, Java, TypeScript, Java EE, Angular 13+, REST API, SQL, Microservices Architecture, MVC Architecture, AWS, Linux Environment, Kubernetes, Docker Containers, CI/CD Tools, Git, Bitbucket, Visual Studio","Spring Boot, JMS, Oracle, SOA Architecture, On-Premises Deployment, Cloud Deployment, OpenShift, Windows Environment, Maven, Jenkins, Jira, IntelliJ",https://ebxr.fa.us2.oraclecloud.com:443/hcmUI/CandidateExperience/en/job/213166?utm_source=linkedin&utm_medium=jobboard
Axon,Software Engineer I,"Washington, United States",5 hours ago,$121K/yr - $193K/yr,Onsite,77.1667,46,2,True,"Software development, Java, Code generation","Scala, Go, C#, AI-assisted development tools, Automation workflows, Passion for learning, Analytical skills",https://boards.greenhouse.io/embed/job_app?token=7662648003&utm_source=jobright
Cadence,C++ Software Engineer,"San Jose, CA",6 hours ago,$102K/yr - $188K/yr,Onsite,98.0,200,N/A,True,"C++, C, Software Engineering, Algorithm Design",Technical Specification Development,https://cadence.wd1.myworkdayjobs.com/External_Careers/job/SAN-JOSE/Software-Engineer_R53008-1?source=LinkedIn
Guidewire Software,Software Engineer III : Cloud Platform,"Birmingham, AL",11 hours ago,$124K/yr - $186K/yr,Hybrid,91.5582,166,4,True,"REST API, Microservices architecture, API Gateway, Linux debugging, Java, NodeJS, Python, IaaS abstractions, Container technologies, Kubernetes, Cloud Foundry, Docker, AWS, Azure, Serverless, Software design principles, AI application","GRPC, Service Discovery, Golang, Mesos, OpenShift, GCP, Distributed tracing, Monitoring, Automated testing, Data-driven insights",https://guidewire.wd5.myworkdayjobs.com/external/job/United-States---Birmingham-AL/Software-Engineer-III---Cloud-Platform_JR_14017?source=LinkedIn
Cengage,AI/ML Engineer - Work,"Illinois, United States",3 hours ago,$150K/yr - $200K/yr,Hybrid,94.5486,117,4,True,"Python, Software Engineering Fundamentals, Machine Learning, Large Language Models, Recommendation Systems, Representation Learning, Model Evaluation, CI/CD","Embeddings, Ranking, Matching, Skills Taxonomies",https://cengage.wd5.myworkdayjobs.com/CengageNorthAmericaCareers/job/Illinois-USA/AI-ML-Engineer---Work_R2026-418?mode=job&iis=LinkedIn&iisn=LinkedIn
Hinge,Android Engineer,"New York, NY",2 hours ago,$120K/yr - $150K/yr,Onsite,73.007,25,2,True,"Java, Software Development Fundamentals","Android Development, Kotlin, Android SDK, Google Play Store Publication, Quality Focus",https://www.linkedin.com/jobs/view/4407956791
Toast,"Software Engineer II (Backend), Payments",United States,14 hours ago,$133K/yr - $213K/yr,Remote,98.0,200,2,True,"API development, API lifecycle management, Microservices architecture, Containerization, DynamoDB, PostgreSQL","Kotlin, Backend service design",https://careers.toasttab.com/jobs?gh_jid=7765938&gh_src=dbd19ebc1
"Lakeview Loan Servicing, LLC.",DevOps Engineer,"Agoura Hills, CA",4 hours ago,$120K/yr - $130K/yr,Hybrid,79.7638,48,3,True,"CI/CD pipelines, GitHub Actions, Automated testing integration, Terraform, Git, Scripting languages, Python, Troubleshooting","Azure DevOps, Jenkins, Security tools integration, Infrastructure-as-Code, CloudFormation, CDK, Configuration management, Ansible, Branching strategies, Pull request validation, Bash, PowerShell",https://careers.bayview.com/lls/jobs/8073?lang=en-US
Prometheus Group,Associate Web Developer,"Raleigh, NC",10 hours ago,N/A,Onsite,82.8156,200,0,True,"React, Redux, Angular, Object-Oriented Programming, Relational Databases","C#, ASP.NET Core, Entity Framework, Test-Driven Development, Behavior-Driven Development",https://www.linkedin.com/jobs/view/4381470221
